ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1453294_at	1.00	2.14e-01	1.32	-6.2238936	1.06e-01	Rab10os	RAB10, member RAS oncogene family, opposite strand
1444506_at	1.00	2.14e-01	-1.32	-6.2239743	-1.10e-01		
1448873_at	1.00	2.14e-01	-1.32	-6.224011	-8.06e-01	Ocln	occludin
1450354_a_at	1.00	2.14e-01	-1.32	-6.2240577	-1.56e-01	Ptdss2	phosphatidylserine synthase 2
1440406_at	1.00	2.14e-01	1.32	-6.2240653	3.22e-01	Gpatch3	G patch domain containing 3
1453850_at	1.00	2.14e-01	1.32	-6.2242357	4.16e-01	1500002I01Rik	RIKEN cDNA 1500002I01 gene
1440772_x_at	1.00	2.14e-01	1.32	-6.22442	6.14e-01	9530077C05Rik	RIKEN cDNA 9530077C05 gene
1446137_at	1.00	2.14e-01	-1.32	-6.2244577	-4.30e-01	Gbas	glioblastoma amplified sequence
1424523_at	1.00	2.14e-01	1.32	-6.2244591	1.47e-01	Elmo1	engulfment and cell motility 1
1446074_at	1.00	2.14e-01	1.32	-6.2244815	8.63e-01	Marc1	mitochondrial amidoxime reducing component 1
1437893_at	1.00	2.14e-01	1.32	-6.2245278	6.07e-01	Plb1	phospholipase B1
1417038_at	1.00	2.14e-01	-1.32	-6.2245326	-1.44e-01	Sept9	septin 9
1438250_s_at	1.00	2.14e-01	1.32	-6.2245404	1.26e-01	Gm12372///Taf9	predicted gene 12372///TATA-box binding protein associated factor 9
1455702_at	1.00	2.14e-01	-1.32	-6.2246153	-2.42e-01	Dcaf5	DDB1 and CUL4 associated factor 5
1434904_at	1.00	2.14e-01	1.32	-6.2246283	1.12e-01	Hivep2	human immunodeficiency virus type I enhancer binding protein 2
1432357_at	1.00	2.14e-01	1.32	-6.2246682	5.92e-01	4930566D17Rik	RIKEN cDNA 4930566D17 gene
1455571_x_at	1.00	2.14e-01	-1.32	-6.2247199	-7.50e-02	Calm3///Calm2///Calm1	calmodulin 3///calmodulin 2///calmodulin 1
1447374_at	1.00	2.14e-01	-1.32	-6.2247428	-3.01e-01		
1428614_at	1.00	2.14e-01	1.32	-6.2247718	6.36e-01	Ldhd	lactate dehydrogenase D
1415813_at	1.00	2.14e-01	1.32	-6.2247825	7.09e-02	Api5	apoptosis inhibitor 5
1422563_at	1.00	2.14e-01	1.32	-6.224787	9.06e-02	Cr1l	complement component (3b/4b) receptor 1-like
1458606_at	1.00	2.14e-01	-1.32	-6.2247927	-9.82e-01		
1443731_at	1.00	2.14e-01	1.32	-6.2248301	4.84e-01		
1441436_at	1.00	2.14e-01	1.32	-6.2249721	2.44e-01	Dusp12	dual specificity phosphatase 12
1456236_s_at	1.00	2.14e-01	1.32	-6.2252232	1.06e-01	Commd10	COMM domain containing 10
1451399_at	1.00	2.14e-01	-1.32	-6.2252914	-8.97e-02	Pnkd	paroxysmal nonkinesiogenic dyskinesia
1434914_at	1.00	2.14e-01	1.32	-6.2254256	1.78e-01	Rab6b	RAB6B, member RAS oncogene family
1426924_at	1.00	2.14e-01	-1.32	-6.2254851	-1.35e-01	Rc3h2	ring finger and CCCH-type zinc finger domains 2
1455974_at	1.00	2.14e-01	-1.32	-6.2255371	-1.10	Pithd1	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1
1430802_at	1.00	2.14e-01	1.32	-6.225653	8.01e-01	H2-Q5	histocompatibility 2, Q region locus 5
1452435_at	1.00	2.14e-01	1.32	-6.2256552	2.36e-01	Dcaf5	DDB1 and CUL4 associated factor 5
1418818_at	1.00	2.14e-01	-1.32	-6.2256644	-7.74e-01	Aqp5	aquaporin 5
1418832_at	1.00	2.14e-01	-1.32	-6.2256703	-3.17e-01	Pkp3	plakophilin 3
1431260_at	1.00	2.14e-01	1.32	-6.2257236	3.21e-01	4833417C18Rik	RIKEN cDNA 4833417C18 gene
1444582_at	1.00	2.14e-01	-1.32	-6.2261261	-1.19	Dcun1d5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)
1440105_at	1.00	2.14e-01	1.32	-6.2261336	9.72e-01	Kdm4d	lysine (K)-specific demethylase 4D
1426635_at	1.00	2.14e-01	-1.32	-6.22616	-1.63e-01	Acbd3	acyl-Coenzyme A binding domain containing 3
1429210_at	1.00	2.14e-01	-1.32	-6.2261675	-7.56e-01	Col23a1	collagen, type XXIII, alpha 1
1421710_at	1.00	2.14e-01	1.32	-6.2261919	1.24	Zfp92	zinc finger protein 92
1446161_at	1.00	2.15e-01	-1.32	-6.2262448	-3.95e-01		
1429467_s_at	1.00	2.15e-01	-1.32	-6.2263157	-7.22e-01	Slc26a3	solute carrier family 26, member 3
1457638_x_at	1.00	2.15e-01	1.32	-6.2264968	1.26e-01	Rfc2	replication factor C (activator 1) 2
1419619_at	1.00	2.15e-01	1.32	-6.2265284	9.18e-01	Krt80	keratin 80
1419825_at	1.00	2.15e-01	-1.32	-6.2267093	-7.09e-01		
1455297_at	1.00	2.15e-01	1.32	-6.2268651	3.71e-01	Spin2c	spindlin family, member 2C
1424177_at	1.00	2.15e-01	-1.32	-6.2268862	-2.46e-01	Tmem38a	transmembrane protein 38A
1454474_at	1.00	2.15e-01	1.32	-6.2269149	3.25e-01	4933433M23Rik	RIKEN cDNA 4933433M23 gene
1438246_at	1.00	2.15e-01	-1.32	-6.2270946	-1.21e-01	Csnk1g1	casein kinase 1, gamma 1
1457621_at	1.00	2.15e-01	1.31	-6.227233	3.17e-01	Rpain	RPA interacting protein
1433788_at	1.00	2.15e-01	-1.31	-6.2273762	-5.42e-01	Nrxn3	neurexin III
1429264_at	1.00	2.15e-01	1.31	-6.2274996	1.00e-01	Fam120aos	family with sequence similarity 120A, opposite strand
1430605_at	1.00	2.15e-01	1.31	-6.2275595	2.77e-01		
1437324_x_at	1.00	2.15e-01	1.31	-6.2275617	9.23e-01	Fmod	fibromodulin
1432651_at	1.00	2.15e-01	-1.31	-6.2277299	-3.55e-01	2510019K15Rik	RIKEN cDNA 2510019K15 gene
1442686_at	1.00	2.15e-01	-1.31	-6.2278605	-6.04e-01		
1457944_at	1.00	2.15e-01	-1.31	-6.2278838	-1.10e-01		
1415779_s_at	1.00	2.15e-01	-1.31	-6.2279455	-9.53e-02	Actg1	actin, gamma, cytoplasmic 1
1441148_at	1.00	2.15e-01	1.31	-6.2280257	2.89e-01		
1416373_at	1.00	2.15e-01	-1.31	-6.228254	-1.37e-01	Nfs1	nitrogen fixation gene 1 (S. cerevisiae)
1458466_at	1.00	2.15e-01	-1.31	-6.2283713	-8.45e-01	Ctsa	cathepsin A
1430625_at	1.00	2.15e-01	-1.31	-6.22838	-1.39	Krtap3-2///Krtap3-3	keratin associated protein 3-2///keratin associated protein 3-3
1427841_at	1.00	2.15e-01	1.31	-6.2286596	4.81e-01	Krt17///Krt14	keratin 17///keratin 14
1429761_at	1.00	2.15e-01	-1.31	-6.2288661	-9.88e-01	Rtn1	reticulon 1
1420891_at	1.00	2.15e-01	1.31	-6.2289125	8.32e-01	Wnt7b	wingless-type MMTV integration site family, member 7B
1452570_at	1.00	2.15e-01	-1.31	-6.2290069	-1.01	D0Kist5	DNA segment, KIST 5
1459971_at	1.00	2.15e-01	1.31	-6.229087	1.01	Kcnt2	potassium channel, subfamily T, member 2
1421559_at	1.00	2.15e-01	1.31	-6.2291948	7.68e-01	Abo	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase, transferase B, alpha 1-3-galactosyltransferase)
1423528_at	1.00	2.15e-01	-1.31	-6.2292124	-2.95e-01	Bcas3	breast carcinoma amplified sequence 3
1439441_x_at	1.00	2.15e-01	-1.31	-6.2293176	-1.26e-01	Lats2	large tumor suppressor 2
1437708_x_at	1.00	2.15e-01	1.31	-6.2293537	8.77e-02	Vamp3	vesicle-associated membrane protein 3
1443910_at	1.00	2.15e-01	-1.31	-6.2293604	-6.94e-01	6330408A02Rik	RIKEN cDNA 6330408A02 gene
1442913_at	1.00	2.15e-01	-1.31	-6.2294623	-8.68e-01	Gm32444	predicted gene, 32444
1447786_at	1.00	2.15e-01	-1.31	-6.2294771	-3.60e-01	Gm38514///Cyth1	predicted gene, 38514///cytohesin 1
1440269_at	1.00	2.15e-01	-1.31	-6.2295645	-3.58e-01	Scyl2	SCY1-like 2 (S. cerevisiae)
1438072_at	1.00	2.15e-01	-1.31	-6.229876	-6.38e-01	2310067E19Rik	RIKEN cDNA 2310067E19 gene
1425093_at	1.00	2.15e-01	-1.31	-6.2299849	-9.42e-01	P2rx3	purinergic receptor P2X, ligand-gated ion channel, 3
1434449_at	1.00	2.16e-01	1.31	-6.2300625	1.34	Aqp4	aquaporin 4
1448554_s_at	1.00	2.16e-01	-1.31	-6.2301109	-6.25e-01	Myh7///Myh6	myosin, heavy polypeptide 7, cardiac muscle, beta///myosin, heavy polypeptide 6, cardiac muscle, alpha
1460123_at	1.00	2.16e-01	1.31	-6.2301606	1.34	Gpr1	G protein-coupled receptor 1
1425238_at	1.00	2.16e-01	-1.31	-6.2302377	-2.09e-01	Gm6607	40S ribosomal protein S20 pseudogene
1416444_at	1.00	2.16e-01	1.31	-6.2305185	6.61e-01	Elovl2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
1422799_at	1.00	2.16e-01	-1.31	-6.2305492	-1.80e-01	Prrc2a	proline-rich coiled-coil 2A
1452236_at	1.00	2.16e-01	-1.31	-6.2306181	-2.06e-01	Abcf1	ATP-binding cassette, sub-family F (GCN20), member 1
1421806_at	1.00	2.16e-01	1.31	-6.2307041	3.01e-01	Defb3	defensin beta 3
1441088_at	1.00	2.16e-01	1.31	-6.2307915	1.07	Ikzf3	IKAROS family zinc finger 3
1433453_a_at	1.00	2.16e-01	-1.31	-6.230925	-7.22e-01	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2
1457939_at	1.00	2.16e-01	-1.31	-6.2309671	-6.22e-01	Ccdc173	coiled-coil domain containing 173
1420152_at	1.00	2.16e-01	1.31	-6.230968	1.11		
1449078_at	1.00	2.16e-01	1.31	-6.2311947	8.51e-01	St3gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
1431652_at	1.00	2.16e-01	-1.31	-6.2312969	-1.18	Umps	uridine monophosphate synthetase
1433431_at	1.00	2.16e-01	1.31	-6.2315345	4.15e-01	Pnlip	pancreatic lipase
1439099_at	1.00	2.16e-01	-1.31	-6.2316223	-6.91e-01	Nova2	neuro-oncological ventral antigen 2
1439095_at	1.00	2.16e-01	-1.31	-6.2317296	-1.84e-01	Srsf11	serine/arginine-rich splicing factor 11
1432314_at	1.00	2.16e-01	-1.31	-6.2317367	-9.26e-01	4930554C24Rik	RIKEN cDNA 4930554C24 gene
1425043_s_at	1.00	2.16e-01	-1.31	-6.2317561	-1.24e-01	Ccdc163	coiled-coil domain containing 163
1442236_at	1.00	2.16e-01	1.31	-6.2317701	8.57e-01	Zfand6	zinc finger, AN1-type domain 6
1455616_at	1.00	2.16e-01	-1.31	-6.2318408	-2.02e-01	Aebp2	AE binding protein 2
1453366_at	1.00	2.16e-01	-1.31	-6.2319556	-1.88e-01	Tdrkh	tudor and KH domain containing protein
1419721_at	1.00	2.16e-01	1.31	-6.2319842	8.99e-01	Hcar2	hydroxycarboxylic acid receptor 2
1455978_a_at	1.00	2.16e-01	1.31	-6.2321572	1.26	Matn2	matrilin 2
1425133_s_at	1.00	2.16e-01	-1.31	-6.2321941	-5.36e-01	Rab3il1	RAB3A interacting protein (rabin3)-like 1
1430800_at	1.00	2.16e-01	1.31	-6.2322294	7.11e-01	4930518F22Rik	RIKEN cDNA 4930518F22 gene
1448770_a_at	1.00	2.16e-01	1.31	-6.2323089	7.19e-02	Atpif1	ATPase inhibitory factor 1
1421685_at	1.00	2.16e-01	-1.31	-6.2323125	-6.06e-01	Clec4b1	C-type lectin domain family 4, member b1
1455700_at	1.00	2.16e-01	-1.31	-6.2324585	-1.27e-01	Mterf2	mitochondrial transcription termination factor 2
1453921_at	1.00	2.16e-01	1.31	-6.232494	1.31	4930429F11Rik	RIKEN cDNA 4930429F11 gene
1444950_at	1.00	2.16e-01	-1.31	-6.2325824	-2.63e-01	Zbtb49	zinc finger and BTB domain containing 49
1438893_at	1.00	2.16e-01	-1.31	-6.2326402	-2.67e-01	5530601H04Rik	RIKEN cDNA 5530601H04 gene
1431329_at	1.00	2.16e-01	-1.31	-6.2326841	-7.89e-01	Nphp4	nephronophthisis 4 (juvenile) homolog (human)
1423801_a_at	1.00	2.16e-01	-1.31	-6.2329225	-1.28e-01	Aprt	adenine phosphoribosyl transferase
1448959_at	1.00	2.16e-01	-1.31	-6.2329449	-1.27e-01	Ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4
1447648_at	1.00	2.16e-01	1.31	-6.2330732	6.87e-01	1700021N20Rik	RIKEN cDNA 1700021N20 gene
1431748_a_at	1.00	2.16e-01	1.31	-6.2330822	1.25e-01	Rffl	ring finger and FYVE like domain containing protein
1450691_at	1.00	2.16e-01	-1.31	-6.2331036	-4.83e-01	Caskin2	CASK-interacting protein 2
1431679_at	1.00	2.16e-01	-1.31	-6.2331745	-9.89e-01	2510042H12Rik	RIKEN cDNA 2510042H12 gene
1433119_at	1.00	2.16e-01	1.31	-6.2331807	6.21e-01	4930456G14Rik	RIKEN cDNA 4930456G14 gene
1442879_at	1.00	2.16e-01	-1.31	-6.2334473	-1.17		
1433478_at	1.00	2.16e-01	1.31	-6.2334756	8.35e-02	Parl	presenilin associated, rhomboid-like
1422359_at	1.00	2.16e-01	1.31	-6.2334898	6.75e-01	Olfr690	olfactory receptor 690
1445715_at	1.00	2.16e-01	-1.31	-6.2335313	-7.94e-01	A230001M10Rik	RIKEN cDNA A230001M10 gene
1426656_at	1.00	2.16e-01	1.31	-6.2336542	1.43e-01	Fam63a	family with sequence similarity 63, member A
1460448_s_at	1.00	2.16e-01	-1.31	-6.2336895	-1.35e-01	Ttc14	tetratricopeptide repeat domain 14
1437357_at	1.00	2.16e-01	1.31	-6.2336976	1.08e-01	Ythdc2	YTH domain containing 2
1420010_at	1.00	2.16e-01	-1.31	-6.2337196	-7.29e-02	Serinc4	serine incorporator 4
1416238_at	1.00	2.16e-01	1.31	-6.2337247	1.09	Tie1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1
1427635_at	1.00	2.16e-01	1.31	-6.2337652	1.35	Kif5a	kinesin family member 5A
1458196_at	1.00	2.17e-01	1.31	-6.2339485	4.42e-01		
1417209_at	1.00	2.17e-01	1.31	-6.2340542	1.81e-01	Sertad2	SERTA domain containing 2
1425192_at	1.00	2.17e-01	1.31	-6.2341079	3.57e-01	Klhl25	kelch-like 25
1457013_at	1.00	2.17e-01	-1.31	-6.2341361	-1.80e-01	Ralgapa1	Ral GTPase activating protein, alpha subunit 1
1452130_at	1.00	2.17e-01	1.31	-6.2342865	8.67e-02	Tmx2	thioredoxin-related transmembrane protein 2
1445934_at	1.00	2.17e-01	1.31	-6.2344818	2.99e-01	Arih2	ariadne RBR E3 ubiquitin protein ligase 2
1438253_at	1.00	2.17e-01	1.31	-6.2345576	1.98e-01	Ssh1	slingshot homolog 1 (Drosophila)
1419333_at	1.00	2.17e-01	-1.31	-6.2346693	-3.04e-01	Rita1	RBPJ interacting and tubulin associated 1
1422807_at	1.00	2.17e-01	-1.31	-6.2347011	-1.70e-01	Arf5	ADP-ribosylation factor 5
1419793_at	1.00	2.17e-01	-1.31	-6.2347355	-2.26e-01	D5Ertd615e	DNA segment, Chr 5, ERATO Doi 615, expressed
1417126_a_at	1.00	2.17e-01	1.31	-6.2347746	1.05e-01	Rpl22l1	ribosomal protein L22 like 1
1429435_x_at	1.00	2.17e-01	-1.31	-6.2348456	-2.19e-01	Pik3ca	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide
1417233_at	1.00	2.17e-01	-1.31	-6.2349289	-1.29e-01	Chchd4	coiled-coil-helix-coiled-coil-helix domain containing 4
1447020_at	1.00	2.17e-01	1.31	-6.2349422	6.72e-01		
1428428_at	1.00	2.17e-01	1.31	-6.2349791	9.89e-02	Abhd11	abhydrolase domain containing 11
1420610_at	1.00	2.17e-01	-1.31	-6.2350101	-1.75e-01	Prkacb	protein kinase, cAMP dependent, catalytic, beta
1451022_at	1.00	2.17e-01	-1.31	-6.2350978	-1.55e-01	Lrp6	low density lipoprotein receptor-related protein 6
1436742_a_at	1.00	2.17e-01	1.31	-6.2351224	1.00	Accsl	1-aminocyclopropane-1-carboxylate synthase (non-functional)-like
1421092_at	1.00	2.17e-01	-1.31	-6.2354201	-9.29e-01	Serpina12	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12
1421892_at	1.00	2.17e-01	-1.31	-6.2355697	-8.37e-02	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
1449284_at	1.00	2.17e-01	-1.31	-6.2357076	-8.29e-01	Tescl	tescalcin-like
1431856_a_at	1.00	2.17e-01	-1.31	-6.2358101	-2.59e-01	C1qtnf6	C1q and tumor necrosis factor related protein 6
1420392_at	1.00	2.17e-01	-1.31	-6.2358239	-8.51e-01	Ubl4b	ubiquitin-like 4B
1435686_at	1.00	2.17e-01	-1.31	-6.2358285	-1.64e-01	Fam149b	family with sequence similarity 149, member B
1417867_at	1.00	2.17e-01	1.31	-6.2359221	7.48e-01	Cfd	complement factor D (adipsin)
1440053_at	1.00	2.17e-01	-1.31	-6.2359592	-4.69e-01		
1440395_at	1.00	2.17e-01	1.31	-6.2360481	1.40e-01	Tut1	terminal uridylyl transferase 1, U6 snRNA-specific
1441855_x_at	1.00	2.17e-01	-1.31	-6.2363797	-5.40e-01	Cxcl1	chemokine (C-X-C motif) ligand 1
1448827_s_at	1.00	2.17e-01	-1.31	-6.2364777	-8.56e-01	Myh7///Myh6	myosin, heavy polypeptide 7, cardiac muscle, beta///myosin, heavy polypeptide 6, cardiac muscle, alpha
1431846_at	1.00	2.17e-01	1.31	-6.2365575	5.66e-01	4930546C10Rik	RIKEN cDNA 4930546C10 gene
1458730_at	1.00	2.17e-01	-1.31	-6.2366124	-2.83e-01	Gm20066	predicted gene, 20066
1427985_at	1.00	2.17e-01	-1.31	-6.2367164	-2.39e-01	Spin4	spindlin family, member 4
1457992_at	1.00	2.17e-01	1.31	-6.2367553	1.08		
1417991_at	1.00	2.17e-01	-1.31	-6.2367734	-8.80e-01	Dio1	deiodinase, iodothyronine, type I
1433026_at	1.00	2.17e-01	-1.31	-6.2371585	-2.81e-01	Tmpo	thymopoietin
1428991_at	1.00	2.17e-01	1.31	-6.2371892	1.19	Hrasls	HRAS-like suppressor
1448591_at	1.00	2.17e-01	-1.31	-6.2372913	-2.32e-01	Ctss	cathepsin S
1417703_at	1.00	2.17e-01	-1.31	-6.2373477	-9.31e-01	Nectin2	nectin cell adhesion molecule 2
1449665_at	1.00	2.17e-01	-1.31	-6.2374288	-1.01	4833422M21Rik	RIKEN cDNA 4833422M21 gene
1436739_at	1.00	2.18e-01	-1.31	-6.2375372	-9.25e-01	Agtr1a	angiotensin II receptor, type 1a
1459228_at	1.00	2.18e-01	1.31	-6.2375913	9.60e-01	Mipol1	mirror-image polydactyly 1
1451885_at	1.00	2.18e-01	1.31	-6.2378741	8.67e-01		
1436993_x_at	1.00	2.18e-01	1.31	-6.2380302	2.85e-01	Pfn2	profilin 2
1432594_at	1.00	2.18e-01	1.31	-6.238063	6.03e-01	4933413I22Rik	RIKEN cDNA 4933413I22 gene
1420854_at	1.00	2.18e-01	-1.31	-6.2380653	-6.97e-01	Eln	elastin
1417667_a_at	1.00	2.18e-01	-1.31	-6.2382899	-2.38e-01	Pter	phosphotriesterase related
1438122_at	1.00	2.18e-01	1.31	-6.2383772	3.23e-01	Bbof1	basal body orientation factor 1
1441306_at	1.00	2.18e-01	1.31	-6.2383928	9.26e-01	6820408C15Rik	RIKEN cDNA 6820408C15 gene
1428452_at	1.00	2.18e-01	-1.31	-6.2384898	-2.55e-01	2810025M15Rik	RIKEN cDNA 2810025M15 gene
1447389_at	1.00	2.18e-01	1.31	-6.2385368	8.03e-01	AI662168	expressed sequence AI662168
1418959_at	1.00	2.18e-01	1.31	-6.2385747	3.16e-01	Tmprss5	transmembrane protease, serine 5 (spinesin)
1436228_at	1.00	2.18e-01	-1.31	-6.2386835	-1.15e-01	Zranb1	zinc finger, RAN-binding domain containing 1
1430382_at	1.00	2.18e-01	-1.31	-6.2387162	-1.48e-01	4833413G10Rik	RIKEN cDNA 4833413G10 gene
1457739_at	1.00	2.18e-01	-1.31	-6.2387849	-2.46e-01	Ilf3	interleukin enhancer binding factor 3
1416430_at	1.00	2.18e-01	-1.31	-6.2388335	-1.43e-01	Cat	catalase
1435124_at	1.00	2.18e-01	1.31	-6.238967	8.57e-01	Vwa5b2	von Willebrand factor A domain containing 5B2
1446673_at	1.00	2.18e-01	1.31	-6.2391658	1.19e-01	D330013E07Rik	RIKEN cDNA D330013E07 gene
1433603_at	1.00	2.18e-01	1.31	-6.2391785	1.03e-01	Gm6415///Ndufs6	predicted pseudogene 6415///NADH dehydrogenase (ubiquinone) Fe-S protein 6
1426833_at	1.00	2.18e-01	1.31	-6.2391891	9.30e-02	Eif4g3	eukaryotic translation initiation factor 4 gamma, 3
1426054_at	1.00	2.18e-01	-1.31	-6.2394835	-6.60e-01	Npy1r	neuropeptide Y receptor Y1
1430880_at	1.00	2.18e-01	1.30	-6.2395661	4.60e-01	Psd3	pleckstrin and Sec7 domain containing 3
1448525_a_at	1.00	2.18e-01	-1.30	-6.239609	-8.67e-02	Bnip3l-ps///Bnip3l	BCL2/adenovirus E1B interacting protein 3-like, pseudogene///BCL2/adenovirus E1B interacting protein 3-like
1423661_s_at	1.00	2.18e-01	1.30	-6.2396222	1.15e-01	Ctdsp2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
1439599_at	1.00	2.18e-01	1.30	-6.2397265	2.90e-01	Gal3st2	galactose-3-O-sulfotransferase 2
1435795_at	1.00	2.18e-01	-1.30	-6.2398381	-1.21e-01	Tmppe	transmembrane protein with metallophosphoesterase domain
1417966_at	1.00	2.18e-01	-1.30	-6.2399204	-9.27e-02	Mrpl39	mitochondrial ribosomal protein L39
1421566_at	1.00	2.18e-01	1.30	-6.2399481	6.51e-01	Pet2	plasmacytoma expressed transcript 2
1435058_x_at	1.00	2.18e-01	-1.30	-6.2399751	-2.52e-01	Stxbp3	syntaxin binding protein 3
1438625_s_at	1.00	2.18e-01	1.30	-6.24002	7.15e-02	Cdk16	cyclin-dependent kinase 16
1420216_at	1.00	2.18e-01	1.30	-6.2401121	6.15e-01	1810012K16Rik	RIKEN cDNA 1810012K16 gene
1451912_a_at	1.00	2.18e-01	1.30	-6.2401228	7.02e-01	Fgfrl1	fibroblast growth factor receptor-like 1
1446779_at	1.00	2.18e-01	1.30	-6.2401441	2.77e-01		
1416593_at	1.00	2.18e-01	-1.30	-6.2402272	-2.43e-01	Glrx	glutaredoxin
1458646_at	1.00	2.18e-01	-1.30	-6.2403473	-2.04e-01		
1425800_at	1.00	2.18e-01	1.30	-6.2404136	3.90e-01	Rad9b	RAD9 checkpoint clamp component B
1458008_at	1.00	2.18e-01	-1.30	-6.2406583	-4.07e-01	Gm29805	predicted gene, 29805
1446969_at	1.00	2.18e-01	-1.30	-6.2407913	-2.74e-01		
1455991_at	1.00	2.18e-01	1.30	-6.2411988	1.68e-01	Kyat3	kynurenine aminotransferase 3
1427195_at	1.00	2.19e-01	-1.30	-6.2413229	-1.11e-01	Slc26a2	solute carrier family 26 (sulfate transporter), member 2
1457855_at	1.00	2.19e-01	-1.30	-6.241448	-1.01	Rbp3	retinol binding protein 3, interstitial
1435791_x_at	1.00	2.19e-01	-1.30	-6.2415194	-6.84e-02	LOC102641612///LOC101056140///Rpl17-ps9///Rpl17-ps10///Gm10362///Rpl17	60S ribosomal protein L17-like///60S ribosomal protein L17-like///ribosomal protein L17, pseudogene 9///ribosomal protein L17, pseudogene 10///predicted gene 10362///ribosomal protein L17
1457368_at	1.00	2.19e-01	1.30	-6.2415237	7.42e-01	Fam65c	family with sequence similarity 65, member C
1448237_x_at	1.00	2.19e-01	-1.30	-6.2415614	-7.30e-01	Ldhb	lactate dehydrogenase B
1443768_at	1.00	2.19e-01	1.30	-6.2418469	2.40e-01	Rhoa	ras homolog family member A
1454126_at	1.00	2.19e-01	1.30	-6.241853	2.51e-01	0710001A04Rik	RIKEN cDNA 0710001A04 gene
1439297_at	1.00	2.19e-01	1.30	-6.2418564	3.95e-01	Pif1	PIF1 5'-to-3' DNA helicase
1460671_at	1.00	2.19e-01	-1.30	-6.2419221	-6.59e-02	Gpx1	glutathione peroxidase 1
1451423_at	1.00	2.19e-01	1.30	-6.2421843	1.93e-01	Tbcc	tubulin-specific chaperone C
1438400_at	1.00	2.19e-01	-1.30	-6.2422682	-1.22e-01	Kansl3	KAT8 regulatory NSL complex subunit 3
1439954_at	1.00	2.19e-01	1.30	-6.2424222	1.10	Gm29695///Lemd1	predicted gene, 29695///LEM domain containing 1
1417571_at	1.00	2.19e-01	-1.30	-6.2426955	-1.62e-01	Mpg	N-methylpurine-DNA glycosylase
1440978_at	1.00	2.19e-01	1.30	-6.2427008	2.19e-01	Pigm	phosphatidylinositol glycan anchor biosynthesis, class M
1418256_at	1.00	2.19e-01	1.30	-6.2428894	2.17e-01	Srf	serum response factor
1450420_at	1.00	2.19e-01	1.30	-6.242901	1.34e-01	Stag1	stromal antigen 1
1458849_at	1.00	2.19e-01	-1.30	-6.2430163	-4.17e-01	Asah2	N-acylsphingosine amidohydrolase 2
1416811_s_at	1.00	2.19e-01	1.30	-6.243207	7.12e-02	Ctla2b///Ctla2a	cytotoxic T lymphocyte-associated protein 2 beta///cytotoxic T lymphocyte-associated protein 2 alpha
1431200_a_at	1.00	2.19e-01	-1.30	-6.2432893	-1.58e-01	Dph3	diphthamine biosynthesis 3
1440153_at	1.00	2.19e-01	-1.30	-6.2434226	-7.11e-01		
1415991_a_at	1.00	2.19e-01	-1.30	-6.2434967	-7.32e-02	Klhdc3	kelch domain containing 3
1443303_at	1.00	2.19e-01	-1.30	-6.2436266	-3.14e-01		
1430946_at	1.00	2.19e-01	-1.30	-6.2437823	-1.16	LOC102635707///2600014E21Rik	uncharacterized LOC102635707///RIKEN cDNA 2600014E21 gene
1437289_at	1.00	2.19e-01	-1.30	-6.2439242	-1.02e-01	Impad1	inositol monophosphatase domain containing 1
1429016_at	1.00	2.19e-01	1.30	-6.2439816	1.77e-01	Glb1l///Ankzf1	galactosidase, beta 1-like///ankyrin repeat and zinc finger domain containing 1
1447875_x_at	1.00	2.19e-01	-1.30	-6.2440742	-1.92e-01	Zfp800	zinc finger protein 800
1458270_at	1.00	2.19e-01	1.30	-6.2441452	8.42e-01	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1
1445908_at	1.00	2.19e-01	1.30	-6.2442154	1.96e-01	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon
1446127_at	1.00	2.19e-01	-1.30	-6.2443074	-1.73e-01	Zeb1	zinc finger E-box binding homeobox 1
1430839_at	1.00	2.19e-01	-1.30	-6.244318	-8.07e-01	Redrum	Redrum, erythroid developmental long intergenic non-protein coding transcript
1429967_at	1.00	2.19e-01	-1.30	-6.2443657	-3.60e-01	2600002B07Rik	RIKEN cDNA 2600002B07 gene
1423548_s_at	1.00	2.19e-01	1.30	-6.2446402	8.05e-02	Ergic3	ERGIC and golgi 3
1445677_x_at	1.00	2.19e-01	1.30	-6.244842	5.93e-01	Slc35f2	solute carrier family 35, member F2
1449015_at	1.00	2.19e-01	-1.30	-6.2449095	-9.52e-01	Retnla	resistin like alpha
